Ano-calendário;Competência;Orçamento;Descrição;Valor da Receita Tributária;Percentual do PIB;Classificação Receita
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;28284.49861;0.004511568;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;131180.6679;0.020924199;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;226943.6261;0.036199035;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;41851.41165;0.006675582;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;33644.72147;0.005366559;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;31447.61428;0.005016106;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;6952.897826;0.001109034;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;2741.288512;0.000437254;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;2929.510166;0.000467277;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;1126.416055;0.000179671;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;698957.5796;0.111488437;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;336328.1603;0.053646605;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;201517.2777;0.032143362;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;66759.99091;0.010648668;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;54823.30559;0.008744686;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;30691.15693;0.004895446;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;4254.269333;0.000678585;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;4242.82512;0.000676759;Baixa
2016;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;340.5938066;5.43e-05;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;176934.0901;0.028222178;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;124713.4498;0.019892634;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;19473.10585;0.003106091;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;18427.88875;0.002939372;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;6001.239003;0.000957238;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;2939.948769;0.000468942;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;2249.98463;0.000358888;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1607.832064;0.00025646;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;0.93066926;1.48e-07;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;826.342863;0.000131807;Baixa
2016;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;693.3677035;0.000110597;Baixa
2016;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;509102.832;0.081205327;Baixa
2016;Tributos do Governo Estadual;Governo Estadual;ICMS;413787.1632;0.066001837;Baixa
2016;Tributos do Governo Estadual;Governo Estadual;IPVA;39016.15052;0.006223339;Baixa
2016;Tributos do Governo Estadual;Governo Estadual;ITCD;7344.953192;0.001171569;Baixa
2016;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;31190.64438;0.004975118;Baixa
2016;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;17763.92069;0.002833465;Baixa
2016;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;123864.7577;0.019757262;Baixa
2016;Tributos do Governo Municipal;Governo Municipal;ISS;53543.80872;0.008540598;Baixa
2016;Tributos do Governo Municipal;Governo Municipal;IPTU;34550.01044;0.005510959;Baixa
2016;Tributos do Governo Municipal;Governo Municipal;ITBI;9443.636247;0.001506324;Baixa
2016;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;11162.61221;0.001780512;Baixa
2016;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;15164.69003;0.00241887;Baixa
2017;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;2125534.903;0.322760866;Alta
2017;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1448682.619;0.219981359;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;515890.6435;0.078337604;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;387959.5027;0.058911357;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;30504.24465;0.004632046;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;113815.1503;0.017282744;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;243640.1078;0.036996566;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;47041.42351;0.007143205;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;34660.4858;0.005263169;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;32350.15886;0.004912347;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;6401.165902;0.000972012;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;2861.955602;0.000434586;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;3342.752971;0.000507595;Baixa
2017;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;1273.198128;0.000193334;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;750651.9062;0.113985924;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;355517.6927;0.053985092;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;221669.8545;0.0336604;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;70686.22645;0.01073365;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;60775.3369;0.009228689;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;33773.1831;0.005128432;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;4573.908217;0.000694544;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;3301.517787;0.000501333;Baixa
2017;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;354.1865448;5.38e-05;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;182140.0691;0.027657832;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;128743.002;0.019549527;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;20010.14989;0.003038526;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;19075.28239;0.002896567;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;5821.367779;0.00088397;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;3011.179735;0.000457245;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;2293.499657;0.000348266;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1610.216217;0.00024451;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;0.0;0.0;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;921.9963802;0.000140004;Baixa
2017;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;653.3749766;9.92e-05;Baixa
2017;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;543518.9602;0.082532943;Baixa
2017;Tributos do Governo Estadual;Governo Estadual;ICMS;443774.9825;0.067386895;Baixa
2017;Tributos do Governo Estadual;Governo Estadual;IPVA;40435.82838;0.00614015;Baixa
2017;Tributos do Governo Estadual;Governo Estadual;ITCD;7177.679356;0.001089925;Baixa
2017;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;32669.93858;0.004960905;Baixa
2017;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;19460.53147;0.002955067;Baixa
2017;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;133333.3236;0.020246564;Baixa
2017;Tributos do Governo Municipal;Governo Municipal;ISS;56391.46992;0.008563002;Baixa
2017;Tributos do Governo Municipal;Governo Municipal;IPTU;38796.09647;0.005891158;Baixa
2017;Tributos do Governo Municipal;Governo Municipal;ITBI;9915.78086;0.001505704;Baixa
2017;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;11910.98864;0.001808675;Baixa
2017;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;16318.9877;0.002478026;Baixa
2018;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;2282073.763;0.325817793;Alta
2018;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1547343.469;0.220918378;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;562734.5173;0.080343117;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;414983.3978;0.059248293;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;32513.01676;0.004641971;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;119062.9124;0.016998931;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;263407.4687;0.037607391;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;53985.34981;0.007707633;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;36615.14262;0.005227642;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;40704.09604;0.005811433;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;7651.804099;0.001092469;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;3721.557285;0.000531337;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;3654.346846;0.000521741;Baixa
2018;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;1418.822762;0.000202569;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;802114.3312;0.114520015;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;374412.9166;0.053455937;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;244286.9333;0.034877501;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;75750.73884;0.010815136;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;66526.77593;0.009498206;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;33592.26634;0.004796058;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;4561.734844;0.000651291;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;2312.230115;0.000330123;Baixa
2018;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;670.7352073;9.58e-05;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;182494.6205;0.026055247;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;125907.9945;0.017976222;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;21979.37187;0.003138054;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;19820.13366;0.002829774;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;3928.130589;0.00056083;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;4096.985344;0.000584938;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;4145.023869;0.000591796;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1440.319582;0.000205638;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;0.37652663;5.38e-08;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;1038.127793;0.000148216;Baixa
2018;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;138.1567739;1.97e-05;Baixa
2018;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;585458.3865;0.083587464;Baixa
2018;Tributos do Governo Estadual;Governo Estadual;ICMS;479310.4651;0.068432441;Baixa
2018;Tributos do Governo Estadual;Governo Estadual;IPVA;43120.20103;0.006156387;Baixa
2018;Tributos do Governo Estadual;Governo Estadual;ITCD;7330.032802;0.001046528;Baixa
2018;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;34583.94043;0.004937642;Baixa
2018;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;21113.74713;0.003014466;Baixa
2018;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;149271.9074;0.021311951;Baixa
2018;Tributos do Governo Municipal;Governo Municipal;ISS;62080.70419;0.008863429;Baixa
2018;Tributos do Governo Municipal;Governo Municipal;IPTU;43840.56092;0.006259234;Baixa
2018;Tributos do Governo Municipal;Governo Municipal;ITBI;11011.98613;0.001572211;Baixa
2018;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;12475.84568;0.00178121;Baixa
2018;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;19862.8105;0.002835867;Baixa
2019;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;2403946.303;0.325335456;Alta
2019;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1614697.644;0.218523348;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;609159.9091;0.082439993;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;457519.9264;0.061917961;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;37699.79849;0.005102061;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;127130.3376;0.017205046;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;292689.7903;0.039610854;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;52439.90167;0.007096897;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;40945.03271;0.005541251;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;42932.79302;0.005810263;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;6611.471978;0.000894756;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;3230.771028;0.000437233;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;3850.273624;0.000521073;Baixa
2019;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;1629.738606;0.000220559;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;816618.237;0.11051614;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;396321.1849;0.053635696;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;237371.8899;0.032124466;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;80374.30886;0.01087737;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;64016.41539;0.008663592;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;33290.32614;0.00450531;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;2802.452556;0.000379267;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;1027.23105;0.000139019;Baixa
2019;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;1414.428246;0.00019142;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;188919.4979;0.025567215;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;134006.5525;0.018135631;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;21977.49568;0.0029743;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;20549.22;0.002781006;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;2775.674653;0.000375643;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;5127.152589;0.000693878;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;2005.45021;0.000271405;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1392.255319;0.000188419;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;0.05045163;6.83e-09;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;1066.567254;0.000144343;Baixa
2019;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;19.07922775;2.58e-06;Baixa
2019;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;622477.264;0.084242283;Baixa
2019;Tributos do Governo Estadual;Governo Estadual;ICMS;507053.0611;0.068621474;Baixa
2019;Tributos do Governo Estadual;Governo Estadual;IPVA;46141.33801;0.006244488;Baixa
2019;Tributos do Governo Estadual;Governo Estadual;ITCD;8582.40824;0.001161491;Baixa
2019;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;35373.65608;0.004787255;Baixa
2019;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;25326.80054;0.003427575;Baixa
2019;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;166771.3945;0.022569825;Baixa
2019;Tributos do Governo Municipal;Governo Municipal;ISS;70418.87562;0.009530062;Baixa
2019;Tributos do Governo Municipal;Governo Municipal;IPTU;47728.82253;0.006459328;Baixa
2019;Tributos do Governo Municipal;Governo Municipal;ITBI;12343.88606;0.001670546;Baixa
2019;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;14118.6248;0.001910729;Baixa
2019;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;22161.18551;0.00299916;Baixa
2020;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;2352331.928;0.309127005;Alta
2020;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1559032.495;0.204877143;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;590285.7324;0.077571221;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;448275.3214;0.058909207;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;39700.93002;0.005217218;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;122679.4828;0.016121679;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;285894.9085;0.037570309;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;55894.35352;0.007345245;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;21949.20732;0.002884411;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;45721.89815;0.006008452;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;4431.161539;0.000582312;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;5208.388412;0.00068445;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;7044.459765;0.000925734;Baixa
2020;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;1760.942309;0.000231411;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;789160.3529;0.103705933;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;387710.5129;0.050950203;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;218602.4769;0.028727208;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;77352.13439;0.010165076;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;61312.37895;0.008057244;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;39625.27592;0.005207277;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;2904.202286;0.00038165;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;173.4684951;2.28e-05;Baixa
2020;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;1479.903021;0.000194479;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;179586.4098;0.02359999;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;127309.9514;0.016730183;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;21085.80956;0.00277095;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;18970.41573;0.002492959;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;1985.591912;0.000260933;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;5899.686401;0.000775296;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;1808.803143;0.0002377;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1356.874673;0.000178311;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;-7.98532531;-1.05e-06;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;1119.411162;0.000147105;Baixa
2020;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;57.85115925;7.6e-06;Baixa
